Plot;Quad;X_quad;Y_quad;Q_Yellow;X_yellow;Y_yellow;TAG ;Col_data;Status_23;X_10;Y_10;X;Y;alt;dia_x;dia_y;alt24;dia_x24;dia_y24;Status24;Status_combined;Status_combined2;;Obs24;Obs23
6;A;0;0;D5;10;0;no tag;2024;new;7;5;17;5;;;;5;5;5;Immature;new;new;;;
6;B;50;0;A5;40;40;no tag;2024;new;10;6;100;46;;;;5;5;5;Immature;new;new;;;
6;B;50;0;C4;30;20;no tag;2024;new;5.5;4.5;85.5;24.5;;;;5;5;5;Immature;new;new;;;
6;C;0;50;A3;0;20;2870;2024;new;3;10;3;80;;;;20;10;11;Reprodutivo;new;new;;;
6;C;0;50;A5;0;40;no tag;2024;new;8;3.5;8;93.5;;;;5;5;5;Immature;new;new;;;
6;C;0;50;B2;10;10;no tag;2024;new;6;4;16;64;;;;5;5;5;Immature;new;new;;;
6;C;0;50;B2;10;10;no tag;2024;new;6;7;16;67;;;;14;15;10;Immature;new;new;;;
6;C;0;50;B3;10;20;no tag;2024;new;4.5;8;14.5;78;;;;25;15;9;Reprodutivo;new;new;;Tag? ;
6;C;0;50;B5;10;40;no tag;2024;new;8;0;18;90;;;;5;5;5;Immature;new;new;;;
6;C;0;50;B5;10;40;no tag;2024;new;1.5;9;11.5;99;;;;5;5;5;Immature;new;new;;;
7;A;0;0;A3;40;20;no tag;2023;Immature;9;7;49;27;13.8;5;6.1;;;;dead;I_dead;old;;;
7;A;0;0;B1;30;40;2162;2022;dead;0.5;6;30.5;46;18;41.9;34.3;;;;dead;new;new;;Retirou tag;
7;A;0;0;B2;30;30;2160;2022;dead;7;9;37;39;6.8;5.7;5.8;;;;dead;new;new;;;
7;A;0;0;B2;30;30;2159;2022;Reprodutivo;8;7.5;38;37.5;26.7;11.4;10.9;;;;dead;R_dead;old;;Retirou tag;
7;A;0;0;C1;20;40;no tag;2023;Immature;2.5;8;22.5;48;12.2;5;5;5;5;5;Immature;I_live;old;;;
7;A;0;0;D3;10;20;no tag;2022;Reprodutivo;2;3.5;12;23.5;31.3;16.9;15.7;;;;dead;R_dead;old;;;
7;A;0;0;D3;10;20;no tag;2023;Immature;8.5;1.5;18.5;21.5;22.4;5.7;5;;;;dead;I_dead;old;;;
7;A;0;0;D4;10;10;no tag;2023;Immature;8;9;18;19;18.8;5;5;;;;dead;I_dead;old;;;
7;A;0;0;E2;0;30;no tag;2023;Immature;4;10;4;40;na;na;na;;;;dead;I_dead;old;;;
7;A;0;0;E2;0;30;no tag;2023;Immature;6;7.5;6;37.5;14.3;5;5;;;;dead;I_dead;old;;;
7;A;0;0;E3;0;20;2155;2022;Reprodutivo;3.5;8.5;3.5;28.5;44.4;24.4;21.4;30;40;25;Reprodutivo;R_live;old;;;
7;A;0;0;E4;0;10;2156;2022;Reprodutivo;7;3;7;13;25.3;28.3;22.4;;;;dead;R_dead;old;;;
7;B;50;0;A1;0;40;no tag;2023;Immature;10;9;60;49;8.7;5;5;;;;dead;I_dead;old;;;
7;B;50;0;A2;10;40;no tag;2023;Immature;2.5;1.5;62.5;41.5;11.4;5;5;;;;dead;I_dead;old;;;
7;B;50;0;A2;10;40;no tag;2023;Immature;0.5;5.5;60.5;45.5;5;5;5;;;;dead;I_dead;old;;;
7;B;50;0;A3;20;40;2168;2022;dead;0;0;70;40;40.1;41.8;34;;;;dead;new;new;;Retirou tag;
7;B;50;0;A3;20;40;2167;2022;Reprodutivo;7.5;6;77.5;46;31.7;33.75;28.9;;;;dead;R_dead;old;;Retirou tag;
7;B;50;0;B3;20;30;2166;2022;dead;0.5;2;70.5;32;32.8;59.3;30.2;;;;dead;new;new;;Retirou tag;
7;B;50;0;B3;20;30;2165;2022;Reprodutivo;6;8;76;38;34.3;18.5;20.4;;;;dead;R_dead;old;;Retirou tag;
7;B;50;0;C1;0;20;no tag;2023;Immature;8;7.5;58;27.5;13.9;6.3;6.1;;;;dead;I_dead;old;;;
7;B;50;0;E1;0;0;2163;2022;Reprodutivo;4.5;8.5;54.5;8.5;23.9;24.7;16.6;;;;dead;R_dead;old;;Retirou tag;
7;B;50;0;E5;40;0;2164;2022;Reprodutivo;2.5;2.5;92.5;2.5;19.8;10.2;18.3;;;;dead;R_dead;old;;Retirou tag;
7;C;0;50;A1;0;0;2173;2022;Reprodutivo;1;9.5;1;59.5;36.2;24.1;32.4;;;;dead;R_dead;old;;;
7;C;0;50;A2;0;10;2172;2022;Reprodutivo;0;8;0;68;48.9;46.02;39.3;;;;dead;R_dead;old;;;
7;C;0;50;A2;0;10;no tag;2023;Immature;4;2;4;62;11.8;5;5;;;;dead;I_dead;old;;;
7;C;0;50;A3;0;20;2171;2022;Reprodutivo;0;4.5;0;74.5;22.4;12.8;18.4;;;;dead;R_dead;old;;;
7;C;0;50;C2;20;10;no tag;2023;Immature;1.5;6.5;21.5;66.5;11.5;5;5;;;;dead;I_dead;old;;;
7;C;0;50;C5;20;40;2169;2022;Reprodutivo;3;3;23;93;23.1;22.3;16.8;;;;dead;R_dead;old;;Retirou tag;
7;D;50;50;A1;40;0;2175;2022;Reprodutivo;5;0;95;50;49.3;45.4;47.3;44;60;72;Reprodutivo;R_live;old;;;
7;D;50;50;A3;20;0;2176;2022;dead;5;9;75;59;21.4;54.4;44.5;;;;dead;new;new;;Retirou tag;
7;D;50;50;A3;20;0;no tag;2023;Immature;6;9;76;59;22.3;11.7;8.9;;;;dead;I_dead;old;;;
7;D;50;50;B4;10;10;no tag;2022;Reprodutivo;0.5;5;60.5;65;13.9;13.2;11.6;;;;dead;R_dead;old;;;
7;D;50;50;C1;40;20;2174;2022;dead;9;0;99;70;7.9;8.4;9.6;;;;dead;new;new;;Plaquinha reaproveitada em indivíduo fora da parcela que também dead;
7;D;50;50;E4;10;40;no tag;2023;Immature;4;2;64;92;7.8;5;5;;;;dead;I_dead;old;;;
7;D;50;50;E4;10;40;no tag;2023;Immature;2.5;6;62.5;96;6.1;5;5;;;;dead;I_dead;old;;;
7;D;50;50;E4;10;40;no tag;2023;Immature;7.5;6.5;67.5;96.5;5.9;5;5;;;;dead;I_dead;old;;;
7;A;0;0;B2;30;30;no tag;2024;new;6.5;7;36.5;37;;;;5;5;5;Immature;new;new;;;
7;A;0;0;C2;20;30;no tag;2024;new;7.5;3.5;27.5;33.5;;;;5;5;5;Immature;new;new;;;
7;A;0;0;D3;10;20;no tag;2024;new;7;8;17;28;;;;5;5;5;Immature;new;new;;;
7;A;0;0;E3;0;20;no tag;2024;new;2;5;2;25;;;;5;5;5;Immature;new;new;;;
7;A;0;0;E5;0;0;no tag;2024;new;7;3;7;3;;;;22;16;5;Immature;new;new;;;
7;B;50;0;A1;0;40;no tag;2024;new;2;4;52;44;;;;5;5;5;Immature;new;new;;;
7;B;50;0;A1;0;40;no tag;2024;new;6;8;56;48;;;;5;5;5;Immature;new;new;;;
7;B;50;0;A2;10;40;no tag;2024;new;9;9;69;49;;;;5;5;5;Immature;new;new;;;
7;B;50;0;A4;30;40;no tag;2024;new;2;9;82;49;;;;5;5;5;Immature;new;new;;;
7;C;0;50;A1;0;0;no tag;2024;new;7.5;7;7.5;57;;;;5;5;5;Immature;new;new;;;
7;C;0;50;A1;0;0;no tag;2024;new;0;9;0;59;;;;5;5;5;Immature;new;new;;;
7;C;0;50;B3;10;20;no tag;2024;new;8;8;18;78;;;;5;5;5;Immature;new;new;;;
7;C;0;50;E4;40;30;no tag;2024;new;7;9;47;89;;;;5;5;5;Immature;new;new;;;
7;C;0;50;E5;40;40;no tag;2024;new;5.5;1;45.5;91;;;;5;5;5;Immature;new;new;;;
7;D;50;50;A3;20;0;no tag;2024;new;2;6;72;56;;;;5;5;5;Immature;new;new;;;
7;D;50;50;A5;0;0;no tag;2024;new;5;4;55;54;;;;5;5;5;Immature;new;new;;;
7;D;50;50;B3;20;10;no tag;2024;new;4.5;7.5;74.5;67.5;;;;22;5;5;Reprodutivo;new;new;;;
7;D;50;50;C1;40;20;no tag;2024;new;7.5;3;97.5;73;;;;5;5;5;Immature;new;new;;;
7;D;50;50;C5;0;20;no tag;2024;new;8;10;58;80;;;;5;5;5;Immature;new;new;;;
7;D;50;50;D1;40;30;no tag;2024;new;4.5;0;94.5;80;;;;5;5;5;Immature;new;new;;;
7;D;50;50;E5;0;40;no tag;2024;new;2;5.5;52;95.5;;;;5;5;5;Immature;new;new;;;
8;A;0;0;A1;40;40;no tag;2023;Immature;10;1;50;41;11.3;5;5;;;;dead;I_dead;old;;;
8;A;0;0;A5;40;0;2182;2022;dead;8;7;48;7;na;na;na;;;;dead;new;new;;Retirou tag;
8;A;0;0;A5;40;0;2181;2022;dead;7.5;5;47.5;5;5;9.1;5;;;;dead;new;new;;Retirou tag;
8;A;0;0;B5;30;0;2179;2022;dead;8;5;38;5;na;na;na;;;;dead;new;new;;Retirou tag;
8;A;0;0;B5;30;0;2180;2022;dead;3;10;33;10;na;na;na;;;;dead;new;new;;Retirou tag;
8;A;0;0;D2;10;30;no tag;2023;Immature;9.5;6;19.5;36;11.3;5;5;;;;dead;I_dead;old;;;
8;A;0;0;D3;10;20;2178;2022;Reprodutivo;7;0.5;17;20.5;37.8;63.4;59.2;;;;dead;R_dead;old;;Retirou tag;
8;A;0;0;E2;0;30;2183;2022;Reprodutivo;10;0.5;10;30.5;31.9;64.4;58.8;;;;dead;R_dead;old;;;borda
8;B;50;0;B3;20;30;no tag;2023;Immature;6;2;76;32;6.7;5;5;;;;dead;I_dead;old;;;
8;B;50;0;B5;40;30;2185;2022;Reprodutivo;5.5;7.5;95.5;37.5;42.7;108.6;16.8;;;;dead;R_dead;old;;Tag mantida?;
8;B;50;0;C3;20;20;2186;2022;Reprodutivo;10;7;80;27;38.3;96.1;75.1;;;;dead;R_dead;old;;Tag mantida?;entre c3 e d3
8;B;50;0;D1;0;10;2187;2022;Reprodutivo;9;6;59;16;15.21;15.6;18.1;;;;dead;R_dead;old;;Retirou tag;
8;B;50;0;D3;20;10;no tag;2023;Immature;0;2;70;12;11.2;5;5;;;;dead;I_dead;old;;;
8;B;50;0;D3;20;10;no tag;2023;Immature;0;2;70;12;11.2;5;5;;;;dead;I_dead;old;;;
8;B;50;0;D3;20;10;no tag;2023;dead;0;2;70;12;na;na;na;;;;dead;new;new;;;
8;D;50;50;A5;0;0;2188;2022;dead;1.5;0.5;51.5;50.5;na;na;na;;;;dead;new;new;;;
8;D;50;50;C5;0;20;2189;2022;dead;1;6.5;51;76.5;5;5;5;;;;dead;new;new;;Retirou tag;
8;A;0;0;E2;0;30;2184;2022;dead;10;8;10;38;1.3;20.5;15.1;;;;dead;new;new;;Retirou tag;borda
8;B;50;0;D3;20;10;no tag;2023;dead;0;2;70;12;na;na;na;;;;dead;new;new;;;
8;A;0;0;C4;20;10;no tag;2024;new;2.5;2.5;22.5;12.5;;;;5;5;5;Immature;new;new;;;
8;B;50;0;A2;10;40;no tag;2024;new;7.5;5;67.5;45;;;;5;5;5;Immature;new;new;;;
8;B;50;0;A5;40;40;no tag;2024;new;6.5;10;96.5;50;;;;5;5;5;Immature;new;new;;;
8;B;50;0;B5;40;30;no tag;2024;new;1;10;91;40;;;;5;5;5;Immature;new;new;;;
8;B;50;0;B5;40;30;no tag;2024;new;6;6;96;36;;;;5;5;5;Immature;new;new;;;
8;B;50;0;B5;40;30;no tag;2024;new;7;7;97;37;;;;5;5;5;Immature;new;new;;;
8;B;50;0;B5;40;30;no tag;2024;new;8;7;98;37;;;;5;5;5;Immature;new;new;;;
8;B;50;0;B5;40;30;no tag;2024;new;10;3.5;100;33.5;;;;5;5;5;Immature;new;new;;;
8;B;50;0;B5;40;30;no tag;2024;new;10;3.5;100;33.5;;;;5;5;5;Immature;new;new;;;
8;B;50;0;C1;0;20;no tag;2024;new;7;9;57;29;;;;5;5;5;Immature;new;new;;;
8;B;50;0;D5;40;10;no tag;2024;new;5.5;8;95.5;18;;;;5;5;5;Immature;new;new;;;
8;C;0;50;D4;30;30;no tag;2024;new;3.5;9.5;33.5;89.5;;;;5;5;5;Immature;new;new;;;
8;C;0;50;E2;40;10;no tag;2024;new;8;2;48;62;;;;5;5;5;Immature;new;new;;;
8;D;50;50;A1;40;0;no tag;2024;new;0.5;6;90.5;56;;;;5;5;5;Immature;new;new;;;
8;D;50;50;A3;20;0;no tag;2024;new;4;4;74;54;;;;5;5;5;Immature;new;new;;;
9;A;0;0;A2;40;30;2195;2022;dead;3.5;1;43.5;31;5;5;5;;;;dead;new;new;;Retirou tag;
9;A;0;0;A4;40;10;no tag;2023;dead;1;8.5;41;18.5;na;na;na;;;;dead;new;new;;;
9;A;0;0;A5;40;0;no tag;2023;Immature;1;1.5;41;1.5;6.4;5;5;;;;dead;I_dead;old;;;
9;A;0;0;B2;30;30;2194;2022;dead;4.5;0.5;34.5;30.5;na;na;na;;;;dead;new;new;;Já sem tag;
9;A;0;0;B5;30;0;no tag;2023;Reprodutivo;6.5;3;36.5;3;11.7;5;5;;;;dead;R_dead;old;;;
9;A;0;0;C1;20;40;no tag;2023;Reprodutivo;1.5;1.5;21.5;41.5;11.3;5;5;;;;dead;R_dead;old;;;
9;A;0;0;C2;20;30;2193;2022;Reprodutivo;7.5;4.5;27.5;34.5;26.3;33.17;23.9;25;40;26;Reprodutivo;R_live;old;;;
9;A;0;0;C4;20;10;2191;2022;immature;9;2.5;29;12.5;1.5;8.8;8.1;;;;dead;I_dead;old;;Tag sumiu;
9;A;0;0;C4;20;10;no tag;2023;Immature;3;2.5;23;12.5;11.5;5;5;;;;dead;I_dead;old;;;
9;A;0;0;C4;20;10;no tag;2023;Immature;3;2.5;23;12.5;9;5;5;;;;dead;I_dead;old;;;
9;A;0;0;C4;20;10;no tag;2023;Immature;1;7;21;17;4.4;5;5;;;;dead;I_dead;old;;;
9;A;0;0;C5;20;0;2190;2022;dead;6;5;26;5;15.7;6.4;5;;;;dead;new;new;;Retirou tag;
9;A;0;0;D2;10;30;no tag;2023;Reprodutivo;2;5;12;35;11.5;5;5;;;;dead;R_dead;old;;;
9;A;0;0;D3;10;20;2192;2022;dead;8;8;18;28;5;5;5;;;;dead;new;new;;Tag sumiu;
9;A;0;0;E3;0;20;no tag;2022;Reprodutivo;3;5;3;25;13.11;15;17.7;20;11;14;Immature;R_live;old;;Está rebrotando (parcialmente dead);adulto no tag, ano passado
9;B;50;0;A3;20;40;2198;2022;dead;3.5;7;73.5;47;na;na;na;;;;dead;new;new;;;
9;B;50;0;A3;20;40;2197;2022;dead;4;1;74;41;na;na;na;;;;dead;new;new;;;
9;B;50;0;A4;30;40;no tag;2023;Immature;8;3;88;43;6.9;5;5;;;;dead;I_dead;old;;;
9;B;50;0;B1;0;30;2201;2022;dead;5;2.5;55;32.5;21.6;6.8;7;;;;dead;new;new;;Tirou tag;
9;B;50;0;B1;0;30;2200;2022;Reprodutivo;2;2.5;52;32.5;23.3;30.1;34.6;;;;dead;R_dead;old;;Tirou tag;
9;B;50;0;B1;0;30;no tag;2023;Immature;3;8.5;53;38.5;12.5;5;5;;;;dead;I_dead;old;;;
9;B;50;0;B2;10;30;no tag;2023;Immature;1;1.5;61;31.5;8.4;5;5;;;;dead;I_dead;old;;;
9;B;50;0;B2;10;30;no tag;2023;Immature;3;8;63;38;9.2;5;5;;;;dead;I_dead;old;;;
9;B;50;0;B2;10;30;no tag;2023;dead;4;8;64;38;na;na;na;;;;dead;new;new;;;
9;B;50;0;B2;10;30;no tag;2022;Reprodutivo;2.5;4.5;62.5;34.5;14.3;30.2;21.7;5;5;5;Immature;R_live;old;;;adulto no tag, ano passdo
9;C;0;50;B1;10;0;2202;2022;Reprodutivo;9.5;0.5;19.5;50.5;44.8;68.3;71.5;;;;dead;R_dead;old;;Confirmar quadrante. Antes estava como B_C2 mas provavelmente é C_B1;
9;B;50;0;C4;30;20;2196;2022;dead;3;7;83;27;15.7;9.4;8.6;;;;dead;new;new;;Tirou tag;
9;B;50;0;D1;0;10;2199;2022;dead;0;5.5;50;15.5;na;na;na;;;;dead;new;new;;Tag sumiu;
9;B;50;0;D2;10;10;2864;2022;Reprodutivo;1.5;4;61.5;14;28.1;21.8;17.1;40;33;37;Reprodutivo;R_live;old;;Ganhou tag (#2864);adulto no tag, ano passdo
9;B;50;0;D2;10;10;no tag;2023;Immature;8.5;0;68.5;10;13.1;5;5;;;;dead;I_dead;old;;;
9;B;50;0;D2;10;10;no tag;2023;Immature;4;6;64;16;9;5;5;24;10;9;Reprodutivo;I_live;old;;Ao lado de #2864;
9;B;50;0;D3;20;10;no tag;2023;Immature;6;2.5;76;12.5;14.8;5;5;;;;dead;I_dead;old;;;
9;C;0;50;A1;0;0;2209;2022;dead;7;2;7;52;na;na;na;;;;dead;new;new;;Tag sumiu;
9;C;0;50;A2;0;10;no tag;2023;Immature;0;8.5;0;68.5;5.9;5;5;;;;dead;I_dead;old;;;
9;C;0;50;A3;0;20;no tag;2023;Immature;1;3;1;73;8.9;5;5;;;;dead;I_dead;old;;;
9;C;0;50;A3;0;20;no tag;2023;Immature;1.5;4.5;1.5;74.5;6.5;5;5;;;;dead;I_dead;old;;;
9;C;0;50;A3;0;20;no tag;2023;Immature;8;7.5;8;77.5;12.3;6.9;7.6;;;;dead;I_dead;old;;;
9;C;0;50;B1;10;0;2208;2022;Reprodutivo;10;6;20;56;32.8;53.7;58.9;32;40;62;Reprodutivo;R_live;old;;;
9;C;0;50;B3;10;20;2207;2022;dead;4;8.5;14;78.5;na;na;na;;;;dead;new;new;;;
9;C;0;50;C1;20;0;no tag;2023;Immature;3;1;23;51;6.8;5;5;;;;dead;I_dead;old;;;
9;C;0;50;D1;30;0;2203;2022;immature;8.5;8.5;38.5;58.5;35.8;64.1;69.6;;;;dead;I_dead;old;;;
9;C;0;50;D2;30;10;no tag;2022;Reprodutivo;4;4;34;64;22.2;29.6;26.35;;;;dead;R_dead;old;;;adulto no tag, ano passdo
9;C;0;50;D2;30;10;no tag;2022;Reprodutivo;8;6.5;38;66.5;27.6;19;22.9;;;;dead;R_dead;old;;;adulto no tag, ano passdo
9;C;0;50;D2;30;10;no tag;2022;Reprodutivo;4;2;34;62;20.9;12.3;7.9;;;;dead;R_dead;old;;;adulto no tag, ano passdo
9;C;0;50;D5;30;40;2206;2022;Reprodutivo;5.5;10;35.5;100;34.7;33.7;35.6;31;25;33;Reprodutivo;R_live;old;;;
9;C;0;50;E1;40;0;no tag;2023;Immature;7;4.5;47;54.5;3.1;5;5;21;10;16;Immature;I_live;old;;;
9;C;0;50;E1;40;0;no tag;2023;Immature;6.5;7;46.5;57;6.3;5;5;;;;dead;I_dead;old;;;
9;C;0;50;E2;40;10;no tag;2023;Immature;10;4;50;64;12.6;5;5;;;;dead;I_dead;old;;;
9;C;0;50;E2;40;10;2205;2022;immature;10;6.5;50;66.5;17.3;48.9;24.9;;;;dead;I_dead;old;;Retirou tag;
9;C;0;50;E2 ;40;10;2204;2022;Reprodutivo;4;4.5;44;64.5;32.4;31.6;27;20;23;31;Reprodutivo;R_live;old;;;
9;D;50;50;A1;40;0;2214;2022;immature;9;9;99;59;18.7;22.6;28.9;;;;dead;I_dead;old;;Tag?;
9;D;50;50;A2;30;0;2218;2022;Reprodutivo;5;1;85;51;27.5;40.9;49.7;33;42;44;Reprodutivo;R_live;old;;;
9;D;50;50;A2;30;0;2217;2022;Reprodutivo;8;6.5;88;56.5;28.5;39.7;47.3;32;29;38;Reprodutivo;R_live;old;;;
9;D;50;50;A2;30;0;no tag;2023;dead;6;0;86;50;na;na;na;;;;dead;new;new;;;
9;D;50;50;A3;20;0;no tag;2023;Immature;9;9;79;59;13.6;7.7;6.7;;;;dead;I_dead;old;;;
9;D;50;50;A3;20;0;2215;2022;Reprodutivo;1;9.5;71;59.5;28.6;39.1;25.4;;;;dead;R_dead;old;;Retirou tag;
9;D;50;50;A3;20;0;2216;2022;Reprodutivo;7;4.5;77;54.5;33.3;30.1;42.7;30;24;25;Reprodutivo;R_live;old;;;
9;D;50;50;A5;0;0;2219;2022;dead;0.5;7.5;50.5;57.5;na;na;na;;;;dead;new;new;;;
9;D;50;50;B1;40;10;no tag;2023;Reprodutivo;3;1;93;61;15.9;5;5;;;;dead;R_dead;old;;;
9;D;50;50;B1;40;10;no tag;2023;Immature;4;4;94;64;5.1;5;5;;;;dead;I_dead;old;;;
9;D;50;50;B1;40;10;no tag;2023;Immature;5;4.5;95;64.5;7.4;5;5;;;;dead;I_dead;old;;;
9;D;50;50;B1;40;10;no tag;2023;Immature;9;1;99;61;16.9;7.7;7.5;;;;dead;I_dead;old;;;
9;D;50;50;B2;30;10;2225;2022;Immature;4.5;6;84.5;66;15.9;16.1;17;14;21;15;Immature;I_live;old;;;
9;D;50;50;B2;30;10;no tag;2023;Immature;1.5;3.5;81.5;63.5;8.6;5;5;;;;dead;I_dead;old;;;
9;D;50;50;B3;20;10;2223;2022;Reprodutivo;2;1;72;61;8.6;5;5;;;;dead;R_dead;old;;Retirou tag;
9;D;50;50;B3;20;10;no tag;2023;Immature;2.5;9.5;72.5;69.5;6;5;5;;;;dead;I_dead;old;;;
9;D;50;50;B3;20;10;no tag;2023;Immature;2.5;9.5;72.5;69.5;6;5;5;14;5;5;Immature;I_live;old;;;
9;D;50;50;D2;30;30;2211;2022;Immature;1.5;8;81.5;88;7.4;5;5;;;;dead;I_dead;old;;Retirou tag;
9;D;50;50;D2;30;30;2222;2022;Immature;8;6;88;86;19.1;18.7;25.1;18;27;22;Reprodutivo;I_live;old;;;
9;D;50;50;D4;10;30;2224;2022;Reprodutivo;5;6;65;86;25.5;22.9;23.3;;;;dead;R_dead;old;;Retirou tag;
9;D;50;50;E2;30;40;2221;2022;Immature;5;8;85;98;11.3;9.3;8.9;;;;dead;I_dead;old;;Retirou tag;
9;D;50;50;E3;20;40;2212;2022;Reprodutivo;10;4;80;94;18.6;15;13.3;;;;dead;R_dead;old;;Retirou tag;
9;D;50;50;E3;20;40;2220;2022;dead;1;0;71;90;na;na;na;;;;dead;new;new;;Retirou tag;
9;D;50;50;E3;20;40;no tag;2023;Immature;7;6;77;96;4.4;5;5;;;;dead;I_dead;old;;;
9;D;50;50;E3;20;40;no tag;2023;Immature;7;6;77;96;4.4;5;5;;;;dead;I_dead;old;;;
9;D;50;50;E3 ;20;40;2210;2022;Immature;4;4.5;74;94.5;20.2;16;16.6;;;;dead;I_dead;old;;;
9;D;50;50;E3 ;20;40;no tag;2022;Reprodutivo;4.5;2;74.5;92;16.7;11.1;11.1;;;;dead;R_dead;old;;adulto no tag, ano passado;adulto no tag, ano passado
9;D;50;50;E5;0;40;2213;2022;Reprodutivo;10;2;60;92;29.4;38.3;41.6;;;;dead;R_dead;old;;Tag mantida;
9;A;0;0;B2;30;30;No tag;2024;new;10;0;40;30;;;;5;5;5;Immature;new;new;;;
9;A;0;0;B5;30;0;No tag;2024;new;1;5.5;31;5.5;;;;5;5;5;Immature;new;new;;;
9;A;0;0;C1;20;40;No tag;2024;new;3.5;4.5;23.5;44.5;;;;5;5;5;Immature;new;new;;;
9;A;0;0;D1;10;40;No tag;2024;new;8;4.5;18;44.5;;;;5;5;5;Immature;new;new;;;
9;A;0;0;D3;10;20;No tag;2024;new;5;1;15;21;;;;5;5;5;Immature;new;new;;;
9;A;0;0;D4;10;10;No tag;2024;new;4.5;5;14.5;15;;;;5;5;5;Immature;new;new;;;
9;A;0;0;E2;0;30;No tag;2024;new;4.5;5.5;4.5;35.5;;;;5;5;5;Immature;new;new;;;
9;A;0;0;E3;0;20;No tag;2024;new;9.5;8.5;9.5;28.5;;;;23;15;13;Immature;new;new;;;
9;B;50;0;A3;20;40;No tag;2024;new;5;4.5;75;44.5;;;;5;5;5;Immature;new;new;;;
9;B;50;0;B2;10;30;No tag;2024;new;3;1.5;63;31.5;;;;5;5;5;Immature;new;new;;;
9;B;50;0;B2;10;30;No tag;2024;new;3;1.5;63;31.5;;;;5;5;5;Immature;new;new;;;
9;B;50;0;B2;10;30;No tag;2024;new;5;4;65;34;;;;5;5;5;Immature;new;new;;;
9;B;50;0;B2;10;30;No tag;2024;new;4;7.5;64;37.5;;;;5;5;5;Immature;new;new;;;
9;B;50;0;C3;20;20;No tag;2024;new;5;0.5;75;20.5;;;;5;5;5;Immature;new;new;;;
9;B;50;0;C3;20;20;No tag;2024;new;2.5;2;72.5;22;;;;5;5;5;Immature;new;new;;;
9;B;50;0;C3;20;20;No tag;2024;new;9;4.5;79;24.5;;;;5;5;5;Immature;new;new;;;
9;B;50;0;C2;10;20;No tag;2024;new;9;4;69;24;;;;5;5;5;Immature;new;new;;;
9;B;50;0;C5;40;20;No tag;2024;new;4;4.5;94;24.5;;;;25;15;10;Reprodutivo;new;new;;;
9;B;50;0;D2;10;10;No tag;2024;new;4;1;64;11;;;;5;5;5;Immature;new;new;;;
9;B;50;0;D2;10;10;No tag;2024;new;6;1;66;11;;;;5;5;5;Immature;new;new;;;
9;B;50;0;D2;10;10;No tag;2024;new;3;7.5;63;17.5;;;;5;5;5;Immature;new;new;;;
9;B;50;0;D2;10;10;No tag;2024;new;0.5;9;60.5;19;;;;5;5;5;Immature;new;new;;;
9;B;50;0;D2;10;10;No tag;2024;new;1;9;61;19;;;;5;5;5;Immature;new;new;;;
9;B;50;0;D2;10;10;No tag;2024;new;8.5;7.5;68.5;17.5;;;;5;5;5;Immature;new;new;;;
9;B;50;0;D3;20;10;No tag;2024;new;4;3.5;74;13.5;;;;5;5;5;Immature;new;new;;;
9;B;50;0;D3;20;10;No tag;2024;new;4;5;74;15;;;;5;5;5;Immature;new;new;;;
9;B;50;0;D3;20;10;No tag;2024;new;4;6;74;16;;;;5;5;5;Immature;new;new;;;
9;B;50;0;D3;20;10;No tag;2024;new;9;7;79;17;;;;5;5;5;Immature;new;new;;;
9;B;50;0;D3;20;10;No tag;2024;new;7.5;0;77.5;10;;;;5;5;5;Immature;new;new;;;
9;B;50;0;D3;20;10;No tag;2024;new;9;8;79;18;;;;5;5;5;Immature;new;new;;;
9;B;50;0;E5;40;0;No tag;2024;new;0.5;9;90.5;9;;;;5;5;5;Immature;new;new;;;
9;C;0;50;A1;0;0;No tag;2024;new;7.5;5;7.5;55;;;;5;5;5;Immature;new;new;;;
9;C;0;50;A1;0;0;No tag;2024;new;7.5;5;7.5;55;;;;5;5;5;Immature;new;new;;;
9;C;0;50;A1;0;0;No tag;2024;new;7.5;5;7.5;55;;;;5;5;5;Immature;new;new;;;
9;C;0;50;A1;0;0;No tag;2024;new;7;9;7;59;;;;5;5;5;Immature;new;new;;;
9;C;0;50;E2;40;10;No tag;2024;new;3;10;43;70;;;;5;5;5;Immature;new;new;;;
9;C;0;50;E2;40;10;No tag;2024;new;7;6.5;47;66.5;;;;5;5;5;Immature;new;new;;;
9;C;0;50;E2;40;10;No tag;2024;new;8;6;48;66;;;;5;5;5;Immature;new;new;;;
9;D;50;50;A1;40;0;No tag;2024;new;6;5;96;55;;;;5;5;5;Immature;new;new;;;
9;D;50;50;A4;10;0;No tag;2024;new;3;3.5;63;53.5;;;;5;5;5;Immature;new;new;;;
9;D;50;50;A4;10;0;No tag;2024;new;1;9.5;61;59.5;;;;5;5;5;Immature;new;new;;;
9;D;50;50;A5;0;0;No tag;2024;new;6.5;5;56.5;55;;;;5;5;5;Immature;new;new;;;
9;D;50;50;B1;40;10;No tag;2024;new;8;0;98;60;;;;5;5;5;Immature;new;new;;;
9;D;50;50;B3;20;10;No tag;2024;new;5.5;6;75.5;66;;;;23;10;11;Immature;new;new;;;
9;D;50;50;B4;10;10;No tag;2024;new;0.5;0.5;60.5;60.5;;;;5;5;5;Immature;new;new;;;
9;D;50;50;C1;40;20;No tag;2024;new;4.5;3;94.5;73;;;;5;5;5;Immature;new;new;;;
